GameID,GameVersion,BlueSideWin,BlueTopName,BlueTopSide,BlueTopRank,BlueTopDivision,BlueTopRole,BlueTopChampID,BlueTopWinrate,BlueTopWinStreak,BlueJungleName,BlueJungleSide,BlueJungleRank,BlueJungleDivision,BlueJungleRole,BlueJungleChampID,BlueJungleWinrate,BlueJungleWinStreak,BlueMidName,BlueMidSide,BlueMidRank,BlueMidDivision,BlueMidRole,BlueMidChampID,BlueMidWinrate,BlueMidWinStreak,BlueADCName,BlueADCSide,BlueADCRank,BlueADCDivision,BlueADCRole,BlueADCChampID,BlueADCWinrate,BlueADCWinStreak,BlueSupportName,BlueSupportSide,BlueSupportRank,BlueSupportDivision,BlueSupportRole,BlueSupportChampID,BlueSupportWinrate,BlueSupportWinStreak,RedTopName,RedTopSide,RedTopRank,RedTopDivision,RedTopRole,RedTopChampID,RedTopWinrate,RedTopWinStreak,RedJungleName,RedJungleSide,RedJungleRank,RedJungleDivision,RedJungleRole,RedJungleChampID,RedJungleWinrate,RedJungleWinStreak,RedMidName,RedMidSide,RedMidRank,RedMidDivision,RedMidRole,RedMidChampID,RedMidWinrate,RedMidWinStreak,RedADCName,RedADCSide,RedADCRank,RedADCDivision,RedADCRole,RedADCChampID,RedADCWinrate,RedADCWinStreak,RedSupportName,RedSupportSide,RedSupportRank,RedSupportDivision,RedSupportRole,RedSupportChampID,RedSupportWinrate,RedSupportWinStreak
CIwPbX19FDc5PLbLNgjbljzG4PzO9XMA9mJLqW9rNv0=,14.22.633.1362,True,ultragamer#51442,BLUE,UNRANKED,0,TOP,75,51.06,False,gg LennyS#NA1,BLUE,UNRANKED,0,JUNGLE,106,0,False,Vicuna277#1236,BLUE,UNRANKED,0,MID,777,47.14,False,dmejryp#NA1,BLUE,UNRANKED,0,ADC,67,0,False,Crab#krab,BLUE,UNRANKED,0,SUPPORT,161,52.67,False,NinkiMinjaaj#NA1,RED,UNRANKED,0,TOP,86,50.0,False,Zagh#NA1,RED,UNRANKED,0,JUNGLE,154,57.69,True,Ignytic#NA1,RED,UNRANKED,0,MID,799,0,False,Adhawkins#NA1,RED,PLATINUM,3,ADC,81,0,False,APoetCalledLove#NA1,RED,IRON,4,SUPPORT,147,60.87,False
CIwPbX19FDfeDQvWTtpQSAjgmuLqFYD-Q0JyYEQqOss=,14.22.633.1362,True,NinkiMinjaaj#NA1,BLUE,IRON,1,TOP,86,50.0,False,GayStuff#NA1,BLUE,BRONZE,3,JUNGLE,121,50.27,False,Trinibad868#NA1,BLUE,BRONZE,3,MID,134,45.74,False,Ecgtheow#NA1,BLUE,IRON,2,ADC,17,50.0,False,Bonita Wilcox#NA1,BLUE,BRONZE,2,SUPPORT,99,61.11,False,ahappytubofcats#NA1,RED,SILVER,4,TOP,122,69.23,False,Hocho Maniac#NA1,RED,BRONZE,4,JUNGLE,35,59.68,False,qUEEfY#YRN,RED,BRONZE,4,MID,91,51.16,False,drmc#1328,RED,IRON,4,ADC,21,50.74,False,rustbound#11111,RED,BRONZE,3,SUPPORT,111,52.13,False
CIwPbX19FDe4btZwco2uE2cA5BW30W5UIS3z62jEItc=,14.22.633.1362,True,mezolator#J S,BLUE,SILVER,4,TOP,429,50.0,False,CosmicUHH#1286,BLUE,BRONZE,4,JUNGLE,20,42.86,False,DVMA#omie,BLUE,IRON,2,MID,103,50.69,False,PekoFan#NA1,BLUE,BRONZE,4,ADC,202,47.31,False,InterFoSho#74083,BLUE,BRONZE,4,SUPPORT,17,46.67,False,BeforeMosesWas#IAM,RED,BRONZE,1,TOP,36,39.47,False,itsdabigD1lf#1987,RED,BRONZE,2,JUNGLE,234,49.0,False,asdfpigman#083,RED,IRON,4,MID,711,47.62,False,buni J#NA1,RED,BRONZE,3,ADC,81,35.71,False,NinkiMinjaaj#NA1,RED,IRON,1,SUPPORT,526,50.0,False
CIwPbX19FDewm6CgBRK72KSi-7EAK97gzoaW7D9fDEE=,14.22.633.1362,True,Hexchem#NA1,BLUE,BRONZE,2,TOP,83,46.3,False,Rain Of Madness#NA1,BLUE,UNRANKED,0,JUNGLE,56,0,False,Ionic Infusion#NA1,BLUE,BRONZE,4,MID,517,47.83,False,ShakeDaBed#NA1,BLUE,BRONZE,2,ADC,110,58.18,False,RollingGolem#556,BLUE,UNRANKED,0,SUPPORT,53,57.14,False,Overnaflashh#9977,RED,BRONZE,4,TOP,518,36.36,False,Gamoli#7454,RED,BRONZE,1,JUNGLE,19,44.93,True,Grymmble#NA1,RED,BRONZE,4,MID,74,28.57,False,JGLTRIX#NA1,RED,BRONZE,2,ADC,901,33.33,False,NinkiMinjaaj#NA1,RED,IRON,1,SUPPORT,526,50.0,False
CIwPbX19FDezpMF4ykh_V5BgKeDmuMPen1EUbgJcWuI=,14.22.633.1362,False,C00KIE D00KIE#NA1,BLUE,BRONZE,4,TOP,74,52.08,False,FĄILEDAB0RTI0N#069,BLUE,BRONZE,3,JUNGLE,11,49.41,True,LatinPsycho#2023,BLUE,BRONZE,4,MID,90,58.62,False,MOONsubxd#NA1,BLUE,BRONZE,3,ADC,119,55.26,False,Skywon#7844,BLUE,BRONZE,3,SUPPORT,147,48.28,False,19KingRagnar#NA1,RED,BRONZE,4,TOP,240,50.0,False,Robert Johnson#8215,RED,BRONZE,3,JUNGLE,131,45.4,False,very okay#NA1,RED,BRONZE,2,MID,134,50.65,False,T1 Benny#WORLD,RED,BRONZE,3,ADC,96,47.56,False,NinkiMinjaaj#NA1,RED,IRON,1,SUPPORT,526,50.0,False
CIwPbX19FDcETj8SDRgGoGj1mhl-BFKe44tDUuEd6SA=,14.21.630.3012,False,OSAMA BIN LADENN#1212,BLUE,IRON,2,TOP,420,62.5,False,FlickinBean#7355,BLUE,BRONZE,4,JUNGLE,200,41.94,False,AHuân cạm bẫy#4009,BLUE,UNRANKED,0,MID,45,55.77,True,TheJeffExperienc#DLLM,BLUE,BRONZE,3,ADC,22,49.75,False,dankmemesz69#DLLM,BLUE,BRONZE,3,SUPPORT,40,48.57,False,Rahsun#BAD,RED,BRONZE,4,TOP,92,50.56,False,Lilxorge#NA1,RED,BRONZE,3,JUNGLE,20,52.94,True,Arkane#3055,RED,BRONZE,4,MID,75,56.25,False,RichyRich#NA1,RED,IRON,1,ADC,21,60.0,False,NinkiMinjaaj#NA1,RED,UNRANKED,0,SUPPORT,526,50.0,False
CIwPbX19FDeIcjhfkiC1F_5VtfauBhoiItaf3imyyMI=,14.21.630.3012,True,Void Stylz#6969,BLUE,BRONZE,4,TOP,83,52.63,True,a pile of bees#7190,BLUE,BRONZE,4,JUNGLE,876,50.94,False,the PiZZA king#6291,BLUE,BRONZE,4,MID,90,54.01,False,hungrysoil#NA1,BLUE,BRONZE,4,ADC,22,46.34,False,NinkiMinjaaj#NA1,BLUE,UNRANKED,0,SUPPORT,526,50.0,False,KingCannonade#NA1,RED,BRONZE,4,TOP,122,53.85,False,FlickinBean#7355,RED,BRONZE,3,JUNGLE,62,41.94,False,Words Hard#NA1,RED,BRONZE,3,MID,74,50.0,False,quixoticx#NA1,RED,BRONZE,3,ADC,81,52.88,False,thedarktintin#1515,RED,UNRANKED,0,SUPPORT,31,51.56,False
CIwPbX19FDdcs7DHRmIontqUbi_iBd8jq-j348O-PZg=,14.21.630.3012,True,tinicoi#6923,BLUE,UNRANKED,0,TOP,887,65.71,False,Jungleboi#Jung,BLUE,BRONZE,3,JUNGLE,11,50.0,False,antoniomafio10#NA1,BLUE,IRON,1,MID,45,50.0,False,Extra Ryze#tan,BLUE,BRONZE,3,ADC,81,57.85,False,KYDFB5#NA1,BLUE,BRONZE,4,SUPPORT,43,50.0,False,Obabo#NA1,RED,BRONZE,4,TOP,105,53.06,False,Kafka#668,RED,UNRANKED,0,JUNGLE,234,51.82,True,MrErobber#NA1,RED,BRONZE,3,MID,115,55.14,False,xxahmad#NA1,RED,BRONZE,3,ADC,202,48.82,False,NinkiMinjaaj#NA1,RED,UNRANKED,0,SUPPORT,235,50.0,False
CIwPbX19FDdo2rkf7wI3To-ptnxu-rES2sAigBofk7o=,14.21.630.3012,True,T1C0NDER0GA#NA1,BLUE,BRONZE,4,TOP,31,33.33,False,Dua Lipa Fan#42069,BLUE,BRONZE,3,JUNGLE,876,47.37,False,gloom#shou,BLUE,BRONZE,4,MID,84,45.83,False,JosewithanH#2110,BLUE,BRONZE,4,ADC,221,48.82,False,ISSAC#TIME,BLUE,BRONZE,4,SUPPORT,888,46.81,True,NinkiMinjaaj#NA1,RED,UNRANKED,0,TOP,86,50.0,False,Who Feed Zed#bes,RED,BRONZE,4,JUNGLE,59,50.0,False,currrrlyZ#NA1,RED,BRONZE,3,MID,105,50.16,False,TotallyPlatonic#love,RED,SILVER,4,ADC,145,51.23,False,eclipse#aura,RED,BRONZE,4,SUPPORT,497,52.25,False
CIwPbX19FDee7n_cQt9ZyHbmWWoM17MGoAxTxeTdIWc=,14.21.630.3012,False,NinkiMinjaaj#NA1,BLUE,UNRANKED,0,TOP,86,50.0,False,RollSsabu#NA1,BLUE,BRONZE,2,JUNGLE,19,48.97,False,shadesofgrey713#NA1,BLUE,BRONZE,4,MID,131,49.44,False,Dagzo49x#NA49,BLUE,IRON,3,ADC,222,45.24,False,vamki#NA1,BLUE,BRONZE,3,SUPPORT,497,49.69,False,KnoxV3gas#NA1,RED,BRONZE,2,TOP,897,44.37,False,Urahara#420,RED,IRON,1,JUNGLE,876,42.86,False,lIlllIIIIlllllll#NA1,RED,BRONZE,2,MID,157,52.28,False,pug1 ko#ric,RED,IRON,1,ADC,51,49.06,True,LighToFTheHeaveN#NA1,RED,UNRANKED,0,SUPPORT,99,0,False
CIwPbX19FDeMuk7JvcEK1i7xpnpEjNwd-SMeNdIlsfk=,14.22.635.4945,False,TMONEY#1738,BLUE,IRON,3,TOP,92,49.4,False,flight516#NA1,BLUE,IRON,1,JUNGLE,141,48.39,True,Funijoke#baka,BLUE,IRON,3,MID,4,42.62,False,Hide on bush#lfg,BLUE,IRON,2,ADC,42,27.78,False,Pent7#NA1,BLUE,IRON,1,SUPPORT,44,37.5,False,water#9540,RED,BRONZE,4,TOP,799,49.4,False,AdRiA08#Y11,RED,IRON,3,JUNGLE,11,27.78,False,DAUGZ  1 1 14#NA1,RED,IRON,3,MID,17,21.05,True,CR34TE#NA1,RED,IRON,3,ADC,21,58.82,False,Sungrain91#NA1,RED,IRON,3,SUPPORT,161,50.0,False
CIwPbX19FDdzK4HcXqMdlTs7Nc7lfz1yZBv4zJHftso=,14.22.635.4945,True,imslaty#ZVG4,BLUE,BRONZE,3,TOP,240,27.27,False,loooolEZ#NA1,BLUE,IRON,2,JUNGLE,23,56.52,True,Soulgis#NA1,BLUE,IRON,2,MID,61,48.57,False,sweatychan1#5841,BLUE,IRON,2,ADC,51,35.0,False,Kaname Madoka#103,BLUE,IRON,3,SUPPORT,37,55.56,False,CombatArms#NA1,RED,UNRANKED,0,TOP,36,0,False,Sweaty Palms#6969,RED,BRONZE,4,JUNGLE,59,38.64,False,Lilpxb#NA1,RED,IRON,1,MID,517,46.05,False,STRIVER41#NONA,RED,IRON,2,ADC,21,54.55,False,Pent7#NA1,RED,IRON,1,SUPPORT,44,37.5,False
CIwPbX19FDcKiCRgFH8vpe8liYU6reZTQp2aleeZP_Q=,14.22.635.4945,False,Cyclops Bot#NA1,BLUE,IRON,2,TOP,86,55.0,False,Eboi25#NA1,BLUE,IRON,3,JUNGLE,5,44.44,False,StraightRazor69#NA1,BLUE,IRON,2,MID,99,46.78,False,LordoftheDucks#NA1,BLUE,BRONZE,4,ADC,145,44.64,False,Pent7#NA1,BLUE,IRON,1,SUPPORT,44,37.5,False,BlueAggie#NA1,RED,BRONZE,4,TOP,36,48.0,False,AnoymousJoker#Joker,RED,IRON,1,JUNGLE,254,49.41,False,FaceNameGuy#NA1,RED,BRONZE,4,MID,711,52.17,False,Laiku#NA1,RED,IRON,4,ADC,18,25.0,False,Flexxin Nuts#NA1,RED,IRON,3,SUPPORT,40,25.0,False
CIwPbX19FDdsPN-6hVhDHaqaKEV2o8aLc4-mw9GgwJQ=,14.22.633.1362,False,Spotify Galaxzes#NA1,BLUE,BRONZE,4,TOP,36,52.0,False,yake#420,BLUE,IRON,3,JUNGLE,19,46.55,False,Baldjeet#Baldy,BLUE,IRON,1,MID,84,41.94,False,SirTedric#328,BLUE,IRON,1,ADC,145,54.12,False,Cedric IV#NA1,BLUE,IRON,2,SUPPORT,50,60.71,False,LETS2V4BOTLANE#NA1,RED,IRON,2,TOP,74,51.89,False,Fercoo#8737,RED,BRONZE,4,JUNGLE,234,47.86,False,LiveLaughLeague#NA1,RED,BRONZE,3,MID,105,50.0,False,ABCNOOB#NA1,RED,IRON,4,ADC,429,47.22,False,Pent7#NA1,RED,IRON,1,SUPPORT,44,37.5,False
CIwPbX19FDdjgJsoAI2YtYasUefhQ-5xA8bhivR9RZA=,14.22.633.1362,False,69TIMES#NA1,BLUE,IRON,3,TOP,59,51.16,False, ImaPlus#NA1,BLUE,IRON,2,JUNGLE,28,60.0,False,HennyAtHalfTime#NA1,BLUE,IRON,2,MID,799,45.45,False,ChardeeMacDennis#BUTT,BLUE,IRON,2,ADC,202,48.39,False,Pent7#NA1,BLUE,BRONZE,4,SUPPORT,63,37.5,False,MogulApple#3648,RED,IRON,3,TOP,83,38.1,False,Roman Reigns 13#NA1,RED,IRON,1,JUNGLE,11,45.74,False,RivuletKlash#NA1,RED,IRON,2,MID,777,58.54,False,Daddys Home#egirl,RED,IRON,1,ADC,21,46.34,False,Kodite16#NA1,RED,IRON,1,SUPPORT,101,50.0,False
CIwPbX19FDeYFehdKaJ8WeAm9Vh2rA3FqgIC00ypu3A=,14.22.633.1362,True,TingedClov#TTV,BLUE,IRON,1,TOP,875,56.25,True,BB Uncle Sav#NA1,BLUE,BRONZE,3,JUNGLE,234,30.77,False,Milo#7057,BLUE,IRON,2,MID,127,43.08,False,Doug Star Zer0#NA1,BLUE,IRON,4,ADC,901,45.33,False,CallMeLisandro#NA1,BLUE,IRON,1,SUPPORT,235,42.42,False,Sennestro#0612,RED,IRON,2,TOP,31,43.59,False,SenoritaFortuna#3793,RED,IRON,1,JUNGLE,200,53.72,False,Sparrow1778#NA1,RED,IRON,1,MID,90,54.17,False,Kgeorge#NA1,RED,IRON,3,ADC,22,46.67,False,Pent7#NA1,RED,IRON,1,SUPPORT,44,37.5,False
CIwPbX19FDcrZ9jkSbjN2AcPYinwMB56sA8RT57YXxs=,14.22.633.1362,False,imliterallyhim84#glaze,BLUE,BRONZE,4,TOP,122,54.55,False,yeayayayeaya#BRUH,BLUE,IRON,2,JUNGLE,104,45.45,False,Sylas#5640,BLUE,BRONZE,3,MID,517,47.79,False,mafker#1234,BLUE,BRONZE,4,ADC,29,48.4,True,Pent7#NA1,BLUE,BRONZE,4,SUPPORT,44,37.5,False,MethMan#9087,RED,IRON,1,TOP,133,48.91,False,BanjoLippedDarky#6969,RED,IRON,1,JUNGLE,876,41.3,False,TFT Mike Jordan#NA1,RED,BRONZE,4,MID,45,43.75,False,RickyProd#NA1,RED,BRONZE,4,ADC,67,49.53,False,torpie#NA1,RED,BRONZE,3,SUPPORT,99,48.99,False
CIwPbX19FDcJtPbX0yT6JOfz-sy_GtT7DHQzZbOcX7I=,14.21.629.951,False,waabul#NA1,BLUE,IRON,3,TOP,157,35.71,False,gabrielmanansala#4352,BLUE,BRONZE,4,JUNGLE,131,46.34,False,lChrollol#NA1,BLUE,BRONZE,4,MID,103,57.08,False,agelessdemon12#NA1,BLUE,IRON,3,ADC,51,47.37,False,topcool888#NA1,BLUE,BRONZE,4,SUPPORT,111,43.53,False,Benji#cold,RED,IRON,1,TOP,875,57.08,False,MisticStats#NA1,RED,BRONZE,4,JUNGLE,9,45.83,False,XWonkaX#NA1,RED,IRON,1,MID,98,48.98,False,Bonk on head#Ouch,RED,UNRANKED,0,ADC,222,64.47,True,Pent7#NA1,RED,BRONZE,4,SUPPORT,53,37.5,False
CIwPbX19FDflopvZ9ET_pwuwShrvs4FgYXhImJDQ0Go=,14.21.629.951,True,BrutalApe#NA1,BLUE,BRONZE,3,TOP,86,52.46,False,TheGeometer#1618,BLUE,BRONZE,4,JUNGLE,254,43.14,False,blue15diomand#NA1,BLUE,BRONZE,4,MID,126,53.62,False,Turbocharger#NA1,BLUE,BRONZE,4,ADC,202,59.38,False,Mothra#101,BLUE,BRONZE,4,SUPPORT,267,50.9,True,EngorgedPhaIIus#69420,RED,UNRANKED,0,TOP,10,50.0,False,stake21#NA1,RED,IRON,2,JUNGLE,72,47.88,False,Arroww#NA1,RED,BRONZE,4,MID,777,47.9,True,UN5UPP0RTIVE#NA1,RED,BRONZE,4,ADC,90,49.74,False,Pent7#NA1,RED,BRONZE,4,SUPPORT,44,37.5,False
CIwPbX19FDdeAHI8_AcwOjMmLhuntrLcTI7LYi20iXU=,14.21.629.951,True,Kiwit0#NA1,BLUE,BRONZE,4,TOP,17,63.33,True,My3LosingLanes#NA1,BLUE,IRON,2,JUNGLE,32,50.0,False,Griffy14#NA1,BLUE,BRONZE,4,MID,112,55.56,False,DatBoiSmolder#302,BLUE,IRON,1,ADC,901,57.38,False,Pent7#NA1,BLUE,BRONZE,4,SUPPORT,63,37.5,False,Flandrick#6153,RED,BRONZE,4,TOP,420,49.66,False,ChonkyRangeR#RLTW,RED,IRON,2,JUNGLE,28,43.4,False,LalisaSimpUwU#NA1,RED,BRONZE,4,MID,99,63.41,False,lqqbbl#NA1,RED,BRONZE,4,ADC,51,42.31,False,Meb247#NA1,RED,UNRANKED,0,SUPPORT,518,50.0,False
CIwPbX19FDdXAeBfGeOrAhKc14nxvdbLv_onbIsUmxo=,14.22.635.4945,True,thundercling#NA1,BLUE,BRONZE,1,TOP,14,46.15,False,StRouge#SCOT,BLUE,BRONZE,2,JUNGLE,19,48.63,False,IPA#KLOK,BLUE,BRONZE,1,MID,799,41.79,False,CrazyHyperKnight#NA1,BLUE,BRONZE,4,ADC,360,40.0,False,Mike Sherm#broke,BLUE,BRONZE,3,SUPPORT,79,80.0,False,Basment Dweller#Clue,RED,BRONZE,4,TOP,23,50.0,False,Sent2LilStJames#97482,RED,BRONZE,2,JUNGLE,154,46.25,False,Sporeeo#NA1,RED,BRONZE,3,MID,45,44.44,False,projectJaye#NA1,RED,BRONZE,2,ADC,21,43.48,False,Thunfern0#NA1,RED,BRONZE,1,SUPPORT,80,52.0,False
CIwPbX19FDdPXKFQKkyVEfM8NSNl5bfGK-n3tazUTLY=,14.22.635.4945,True,BAS1CALLY R3M#NA1,BLUE,BRONZE,1,TOP,92,66.67,False,Basment Dweller#Clue,BLUE,IRON,1,JUNGLE,121,50.0,False,TillersD#4739,BLUE,IRON,3,MID,103,50.0,False,Scrub Mufffin#NA1,BLUE,BRONZE,3,ADC,51,52.0,False,Wixxi#NA1,BLUE,UNRANKED,0,SUPPORT,43,0,False,Lorenzo Balls#NA1,RED,BRONZE,3,TOP,114,48.48,False,M3atBrain#NA1,RED,BRONZE,2,JUNGLE,120,0,False,ZYRDKING#07770,RED,UNRANKED,0,MID,127,0,False,BreedableMann#Uwu,RED,UNRANKED,0,ADC,222,0,False,Omni#1313,RED,UNRANKED,0,SUPPORT,63,48.48,False
CIwPbX19FDdlYku9czuYFo3ord99D3pQnx4LbdRPqUs=,14.22.635.4945,True,Lilmike888#Yolo,BLUE,BRONZE,4,TOP,114,31.58,False,CptPingaz#NA1,BLUE,BRONZE,3,JUNGLE,3,51.35,False,Basment Dweller#Clue,BLUE,IRON,1,MID,45,50.0,False,DogKnØt#NA420,BLUE,BRONZE,3,ADC,51,50.41,False,phantomgasher#8888,BLUE,BRONZE,3,SUPPORT,223,50.96,False,KSG Goxy#1212,RED,BRONZE,3,TOP,23,50.0,False,Chrispy#7724,RED,BRONZE,4,JUNGLE,39,50.65,False,Botanical Satyr#NA1,RED,BRONZE,3,MID,90,50.0,False,Jimichu#NA1,RED,BRONZE,2,ADC,236,36.96,False,max#hori,RED,UNRANKED,0,SUPPORT,147,51.35,False
CIwPbX19FDc72OOOND9nv-_jWNz6oZh2JYBUYIrAEoY=,14.22.635.4945,False,Pepper8Jack#NA1,BLUE,IRON,1,TOP,54,59.09,False,seowoo#1228,BLUE,BRONZE,3,JUNGLE,104,40.0,False,Basment Dweller#Clue,BLUE,IRON,1,MID,157,50.0,False,TummySupremacy#FAQ,BLUE,SILVER,4,ADC,81,50.0,False,Natbeharr#5232,BLUE,BRONZE,4,SUPPORT,50,57.78,False,BigJaBean#NA1,RED,SILVER,4,TOP,62,54.69,True,JorgeCool#NA1,RED,UNRANKED,0,JUNGLE,33,62.5,False,Dr backshots#SUS,RED,BRONZE,4,MID,268,54.55,False,YorickChildren#NA1,RED,BRONZE,3,ADC,96,57.14,True,VillainousFluff#NA1,RED,UNRANKED,0,SUPPORT,25,40.0,False
CIwPbX19FDdqLHJb85Mm21Tb0jFBhAAJ2GhiT8S6H-I=,14.22.633.1362,False,kosmok22#NA1,BLUE,BRONZE,3,TOP,2,33.33,False,Brayly#UrBoi,BLUE,BRONZE,2,JUNGLE,234,51.22,False,Basment Dweller#Clue,BLUE,IRON,1,MID,55,50.0,False,Knowledge Knower#NA1,BLUE,BRONZE,2,ADC,412,47.62,False,Glutenfreewolf#NA1,BLUE,BRONZE,2,SUPPORT,53,57.58,False,UglyMan#123,RED,BRONZE,1,TOP,157,67.5,False,crunchytampon#NA21,RED,BRONZE,4,JUNGLE,20,42.86,False,Mbarypsy#NA1,RED,BRONZE,1,MID,3,41.3,False,Suxuzz#NA1,RED,BRONZE,2,ADC,22,60.38,False,TKO Eminent#8779,RED,SILVER,4,SUPPORT,63,47.83,False
CIwPbX19FDeJsjpr9OqlcVIvfiVc7jgthQddkUDzRE0=,14.22.633.1362,True,o Vegeta#NA1,BLUE,BRONZE,3,TOP,45,50.57,False,Natjen#Gomu,BLUE,BRONZE,2,JUNGLE,104,43.24,True,idiot#meta,BLUE,BRONZE,3,MID,233,50.34,False,Basment Dweller#Clue,BLUE,IRON,1,ADC,67,50.0,False,XxPainxX#NA1,BLUE,BRONZE,3,SUPPORT,35,53.33,False,Cristian0Ronaldo#REALM,RED,IRON,1,TOP,266,45.45,False,Altian101#NA1,RED,BRONZE,4,JUNGLE,62,60.71,False,cxllab#NA1,RED,BRONZE,2,MID,142,45.45,False,fïne#NA1,RED,BRONZE,3,ADC,236,34.0,False,Amutuh#NA1,RED,BRONZE,3,SUPPORT,147,33.33,False
CIwPbX19FDfoHf-Rj3BdE_o3TVroPtSFV1IIeUBGqYU=,14.22.633.1362,False,Crack Fiend#69697,BLUE,BRONZE,3,TOP,897,44.87,False,dikkflop#NA1,BLUE,BRONZE,3,JUNGLE,33,44.12,False,Gnomedust#NA1,BLUE,BRONZE,3,MID,85,50.6,False,DragonCito#NA1,BLUE,BRONZE,3,ADC,15,46.48,False,SugaryRainbows#NA1,BLUE,BRONZE,3,SUPPORT,50,49.06,False,Sirprize1176#NA1,RED,IRON,2,TOP,48,40.0,False,Basment Dweller#Clue,RED,UNRANKED,0,JUNGLE,79,50.0,False,DrunkStepPops#Trash,RED,BRONZE,2,MID,3,46.15,True,Blad3Fa11#1997,RED,BRONZE,4,ADC,202,47.13,False,TonyTheShinobi#NA3,RED,BRONZE,3,SUPPORT,161,61.11,False
